Id,Loan_Status
6445,Fully Paid
83279,Fully Paid
39119,Fully Paid
91196,Fully Paid
52523,Fully Paid
11461,Fully Paid
25679,Fully Paid
89746,Fully Paid
56693,Fully Paid
12808,Fully Paid
86786,Fully Paid
67358,Fully Paid
95079,Fully Paid
70610,Fully Paid
82923,Fully Paid
18854,Fully Paid
45534,Fully Paid
45642,Fully Paid
95157,Fully Paid
89424,Fully Paid
93696,Fully Paid
1413,Fully Paid
83462,Fully Paid
34083,Fully Paid
80660,Fully Paid
2007,Fully Paid
2806,Fully Paid
49812,Fully Paid
41277,Fully Paid
56076,Fully Paid
63124,Fully Paid
62615,Fully Paid
82007,Fully Paid
26329,Fully Paid
54164,Fully Paid
71423,Fully Paid
11157,Fully Paid
77544,Fully Paid
22282,Fully Paid
77230,Fully Paid
75288,Fully Paid
56267,Fully Paid
16042,Fully Paid
98132,Fully Paid
504,Fully Paid
55803,Fully Paid
40290,Fully Paid
2095,Fully Paid
8043,Fully Paid
68700,Charged Off
26883,Fully Paid
21857,Fully Paid
10977,Fully Paid
46252,Fully Paid
60618,Fully Paid
16880,Fully Paid
80942,Fully Paid
82343,Fully Paid
37112,Fully Paid
51396,Fully Paid
53469,Fully Paid
2474,Fully Paid
82757,Fully Paid
90871,Fully Paid
3236,Fully Paid
25818,Fully Paid
20622,Fully Paid
91667,Fully Paid
11841,Fully Paid
88031,Fully Paid
95565,Fully Paid
94880,Fully Paid
44648,Fully Paid
36034,Fully Paid
66598,Fully Paid
38393,Fully Paid
27361,Fully Paid
46729,Fully Paid
22075,Fully Paid
41332,Fully Paid
42858,Fully Paid
57512,Fully Paid
4636,Fully Paid
36190,Fully Paid
29998,Fully Paid
51992,Charged Off
71804,Fully Paid
71134,Fully Paid
44677,Fully Paid
58815,Fully Paid
95270,Fully Paid
35186,Fully Paid
18091,Fully Paid
66517,Fully Paid
34268,Fully Paid
29901,Fully Paid
3000,Fully Paid
93007,Fully Paid
45093,Fully Paid
59032,Fully Paid
70809,Fully Paid
18139,Fully Paid
23358,Fully Paid
43315,Fully Paid
50318,Fully Paid
29270,Fully Paid
61058,Fully Paid
72728,Fully Paid
88850,Fully Paid
3114,Fully Paid
89828,Fully Paid
7437,Fully Paid
22969,Fully Paid
47514,Fully Paid
6219,Fully Paid
33392,Fully Paid
83540,Fully Paid
91858,Fully Paid
87819,Fully Paid
1989,Fully Paid
8499,Fully Paid
55047,Fully Paid
94827,Fully Paid
88574,Fully Paid
28751,Fully Paid
79955,Fully Paid
34343,Fully Paid
49195,Fully Paid
85578,Fully Paid
51474,Fully Paid
76793,Fully Paid
35688,Fully Paid
5112,Charged Off
72559,Fully Paid
65559,Fully Paid
63301,Fully Paid
41642,Fully Paid
47467,Fully Paid
15334,Fully Paid
58190,Fully Paid
9470,Fully Paid
17441,Fully Paid
60021,Fully Paid
16463,Fully Paid
31809,Fully Paid
64138,Fully Paid
98375,Fully Paid
60248,Fully Paid
33372,Fully Paid
95909,Fully Paid
62039,Charged Off
77174,Fully Paid
78091,Fully Paid
76911,Fully Paid
14133,Fully Paid
12510,Fully Paid
5082,Fully Paid
66477,Fully Paid
77064,Fully Paid
4413,Fully Paid
1496,Fully Paid
39838,Fully Paid
15302,Fully Paid
75925,Fully Paid
68227,Fully Paid
46299,Fully Paid
34953,Fully Paid
80361,Fully Paid
73509,Fully Paid
84087,Fully Paid
87366,Fully Paid
42469,Fully Paid
4441,Fully Paid
2134,Fully Paid
29985,Fully Paid
16582,Fully Paid
65018,Fully Paid
31562,Fully Paid
86393,Fully Paid
60278,Fully Paid
48281,Fully Paid
43529,Fully Paid
9467,Fully Paid
57808,Fully Paid
59425,Fully Paid
21901,Fully Paid
89289,Fully Paid
31667,Fully Paid
27226,Fully Paid
89541,Fully Paid
67041,Fully Paid
49964,Fully Paid
70152,Fully Paid
69523,Fully Paid
8218,Fully Paid
75719,Fully Paid
87737,Fully Paid
15778,Fully Paid
31350,Fully Paid
88956,Fully Paid
51188,Fully Paid
24799,Fully Paid
81952,Fully Paid
52050,Fully Paid
58373,Fully Paid
29695,Fully Paid
23442,Fully Paid
96575,Fully Paid
75232,Fully Paid
34059,Fully Paid
48457,Fully Paid
85158,Fully Paid
7632,Fully Paid
49944,Fully Paid
19349,Fully Paid
13719,Fully Paid
39597,Fully Paid
73607,Fully Paid
57231,Fully Paid
9739,Fully Paid
94030,Fully Paid
21192,Fully Paid
28714,Fully Paid
23202,Fully Paid
99729,Fully Paid
87317,Fully Paid
18141,Fully Paid
47292,Fully Paid
80830,Fully Paid
44689,Fully Paid
49899,Fully Paid
34752,Fully Paid
39392,Fully Paid
95449,Fully Paid
37088,Fully Paid
80148,Fully Paid
79656,Fully Paid
78173,Fully Paid
8343,Fully Paid
33138,Charged Off
34437,Fully Paid
70664,Fully Paid
75357,Fully Paid
35140,Fully Paid
97370,Fully Paid
4693,Fully Paid
92196,Fully Paid
45320,Fully Paid
96483,Fully Paid
31989,Fully Paid
25245,Fully Paid
5174,Fully Paid
61109,Fully Paid
65291,Fully Paid
51115,Fully Paid
78156,Fully Paid
81512,Fully Paid
93657,Fully Paid
94372,Fully Paid
62388,Charged Off
33751,Fully Paid
41787,Fully Paid
28979,Fully Paid
99483,Fully Paid
54515,Fully Paid
65826,Fully Paid
89017,Fully Paid
43714,Fully Paid
6046,Fully Paid
16486,Fully Paid
18885,Fully Paid
33086,Charged Off
9304,Charged Off
6779,Fully Paid
3515,Fully Paid
63755,Fully Paid
21341,Fully Paid
65207,Fully Paid
74314,Fully Paid
67154,Fully Paid
22385,Charged Off
6409,Fully Paid
26571,Fully Paid
32395,Fully Paid
59930,Fully Paid
5055,Fully Paid
17833,Fully Paid
34977,Fully Paid
99576,Fully Paid
48949,Fully Paid
26119,Fully Paid
40145,Fully Paid
7255,Fully Paid
62040,Fully Paid
74733,Fully Paid
15937,Fully Paid
82354,Fully Paid
63652,Fully Paid
72652,Fully Paid
71246,Fully Paid
23298,Fully Paid
63914,Fully Paid
62911,Fully Paid
74496,Fully Paid
22970,Fully Paid
69319,Fully Paid
37366,Fully Paid
94830,Fully Paid
36881,Fully Paid
20946,Fully Paid
37501,Charged Off
57020,Fully Paid
34123,Fully Paid
31012,Fully Paid
57335,Fully Paid
64499,Fully Paid
43863,Fully Paid
73794,Fully Paid
96464,Fully Paid
86626,Fully Paid
45469,Fully Paid
80222,Fully Paid
69447,Fully Paid
18311,Fully Paid
94752,Fully Paid
78308,Fully Paid
42523,Fully Paid
5164,Fully Paid
5080,Fully Paid
92212,Fully Paid
76888,Fully Paid
88733,Fully Paid
87165,Fully Paid
30057,Fully Paid
67153,Fully Paid
17561,Fully Paid
24120,Fully Paid
44918,Fully Paid
54664,Fully Paid
64303,Fully Paid
21956,Fully Paid
56706,Fully Paid
15585,Fully Paid
65346,Fully Paid
30090,Fully Paid
19464,Fully Paid
94807,Fully Paid
73093,Fully Paid
17085,Fully Paid
86990,Fully Paid
7595,Charged Off
17983,Fully Paid
46838,Fully Paid
37032,Fully Paid
32945,Fully Paid
36682,Fully Paid
40521,Fully Paid
9252,Fully Paid
4221,Fully Paid
61580,Fully Paid
5985,Fully Paid
75488,Fully Paid
50929,Fully Paid
10332,Fully Paid
5779,Fully Paid
25507,Fully Paid
51331,Fully Paid
40343,Fully Paid
39757,Fully Paid
98808,Charged Off
91999,Fully Paid
96780,Charged Off
89194,Fully Paid
73853,Fully Paid
56538,Charged Off
8330,Fully Paid
7170,Fully Paid
35976,Fully Paid
50664,Fully Paid
29436,Fully Paid
5089,Fully Paid
24785,Fully Paid
30182,Fully Paid
61377,Fully Paid
38779,Fully Paid
30879,Fully Paid
58485,Fully Paid
10832,Fully Paid
94487,Fully Paid
97560,Fully Paid
88683,Fully Paid
41670,Fully Paid
74332,Charged Off
22855,Fully Paid
9618,Fully Paid
79716,Fully Paid
34831,Fully Paid
92329,Fully Paid
49533,Fully Paid
69085,Fully Paid
32543,Fully Paid
43859,Fully Paid
22501,Fully Paid
97012,Fully Paid
88147,Fully Paid
8134,Fully Paid
39208,Fully Paid
99639,Fully Paid
81616,Fully Paid
13057,Fully Paid
93178,Fully Paid
47310,Fully Paid
13884,Fully Paid
39897,Fully Paid
70312,Fully Paid
39418,Fully Paid
49355,Fully Paid
35994,Fully Paid
56268,Fully Paid
41387,Fully Paid
14445,Fully Paid
22104,Fully Paid
19406,Fully Paid
99004,Fully Paid
10932,Fully Paid
80616,Fully Paid
91076,Fully Paid
85494,Fully Paid
33911,Fully Paid
59501,Fully Paid
85620,Fully Paid
51254,Fully Paid
4436,Fully Paid
88873,Fully Paid
60990,Fully Paid
37966,Fully Paid
13923,Fully Paid
29430,Fully Paid
95968,Fully Paid
5750,Fully Paid
1080,Fully Paid
21765,Fully Paid
72144,Fully Paid
48678,Fully Paid
50257,Charged Off
56971,Charged Off
12882,Fully Paid
65604,Fully Paid
54587,Fully Paid
68511,Fully Paid
80937,Fully Paid
57730,Fully Paid
88762,Fully Paid
93212,Fully Paid
31801,Fully Paid
28311,Fully Paid
57563,Fully Paid
3027,Fully Paid
74465,Fully Paid
19429,Fully Paid
4428,Fully Paid
62923,Fully Paid
23471,Fully Paid
81220,Fully Paid
86672,Fully Paid
90133,Fully Paid
54507,Fully Paid
34649,Fully Paid
15177,Fully Paid
48905,Fully Paid
23307,Fully Paid
29770,Fully Paid
37201,Fully Paid
27512,Fully Paid
83607,Fully Paid
47474,Fully Paid
90285,Fully Paid
71785,Fully Paid
19341,Fully Paid
9882,Fully Paid
12929,Fully Paid
86273,Fully Paid
32072,Fully Paid
47250,Fully Paid
80772,Fully Paid
84140,Fully Paid
922,Fully Paid
49033,Fully Paid
21299,Fully Paid
87840,Fully Paid
57540,Fully Paid
22163,Fully Paid
80385,Fully Paid
17469,Fully Paid
26910,Fully Paid
70779,Fully Paid
15014,Fully Paid
30414,Fully Paid
73501,Fully Paid
66013,Fully Paid
71535,Fully Paid
13697,Fully Paid
10751,Fully Paid
46052,Fully Paid
98264,Fully Paid
91985,Fully Paid
15511,Fully Paid
36674,Fully Paid
86841,Fully Paid
36276,Fully Paid
27296,Fully Paid
80407,Fully Paid
20952,Fully Paid
31359,Fully Paid
56861,Fully Paid
11301,Fully Paid
53068,Fully Paid
25857,Fully Paid
9929,Fully Paid
8596,Fully Paid
16146,Fully Paid
5156,Fully Paid
34266,Fully Paid
85812,Fully Paid
21409,Fully Paid
43909,Fully Paid
7608,Fully Paid
61295,Fully Paid
83889,Fully Paid
42610,Fully Paid
43693,Fully Paid
45920,Fully Paid
11703,Fully Paid
18727,Fully Paid
88168,Fully Paid
63572,Fully Paid
23336,Fully Paid
91690,Fully Paid
48956,Fully Paid
20122,Fully Paid
83330,Fully Paid
16449,Fully Paid
74516,Fully Paid
8619,Fully Paid
80763,Fully Paid
27620,Fully Paid
98973,Fully Paid
9764,Fully Paid
18454,Fully Paid
39963,Fully Paid
7880,Fully Paid
34827,Fully Paid
42832,Fully Paid
41632,Fully Paid
18527,Fully Paid
72936,Fully Paid
6918,Fully Paid
31147,Fully Paid
21317,Fully Paid
66377,Fully Paid
85264,Fully Paid
39731,Fully Paid
98476,Fully Paid
90826,Fully Paid
87023,Fully Paid
99538,Fully Paid
36370,Fully Paid
84626,Fully Paid
20919,Fully Paid
94166,Fully Paid
53819,Fully Paid
17914,Charged Off
14682,Fully Paid
47701,Fully Paid
29762,Fully Paid
63623,Fully Paid
87499,Fully Paid
38993,Fully Paid
48935,Fully Paid
19535,Fully Paid
46546,Fully Paid
78898,Fully Paid
38156,Fully Paid
94948,Fully Paid
60962,Fully Paid
39154,Fully Paid
89764,Fully Paid
61098,Fully Paid
39451,Fully Paid
71083,Fully Paid
55653,Charged Off
98289,Fully Paid
18171,Fully Paid
49404,Fully Paid
98021,Fully Paid
96850,Fully Paid
74820,Fully Paid
46037,Fully Paid
85553,Fully Paid
67235,Fully Paid
98395,Fully Paid
68402,Fully Paid
43601,Fully Paid
79866,Fully Paid
67302,Fully Paid
47612,Fully Paid
27510,Fully Paid
89122,Fully Paid
97222,Fully Paid
43591,Fully Paid
57351,Fully Paid
2029,Charged Off
70832,Fully Paid
76751,Fully Paid
88076,Fully Paid
3194,Fully Paid
25052,Fully Paid
99580,Fully Paid
36105,Fully Paid
66325,Fully Paid
70897,Fully Paid
52151,Charged Off
70301,Fully Paid
68282,Fully Paid
83386,Fully Paid
93433,Fully Paid
93560,Fully Paid
36053,Fully Paid
44451,Fully Paid
2123,Fully Paid
47325,Fully Paid
68306,Fully Paid
80841,Fully Paid
4668,Fully Paid
28275,Fully Paid
67795,Fully Paid
64784,Fully Paid
48271,Fully Paid
93124,Fully Paid
67987,Fully Paid
62218,Fully Paid
441,Fully Paid
52535,Fully Paid
38414,Fully Paid
68082,Fully Paid
84887,Fully Paid
43447,Fully Paid
89412,Fully Paid
80797,Fully Paid
24482,Fully Paid
65727,Fully Paid
8414,Fully Paid
43726,Fully Paid
26397,Fully Paid
16193,Fully Paid
54719,Fully Paid
92071,Fully Paid
13253,Fully Paid
97703,Fully Paid
29096,Fully Paid
62873,Fully Paid
32612,Fully Paid
86069,Fully Paid
82594,Fully Paid
21609,Fully Paid
12400,Fully Paid
83297,Fully Paid
82800,Fully Paid
47205,Fully Paid
73316,Fully Paid
31181,Fully Paid
84925,Fully Paid
87101,Fully Paid
56492,Fully Paid
2229,Fully Paid
8028,Fully Paid
49322,Fully Paid
85186,Fully Paid
30665,Fully Paid
54573,Fully Paid
45896,Fully Paid
94124,Fully Paid
41628,Fully Paid
86846,Charged Off
1655,Fully Paid
29502,Fully Paid
4174,Fully Paid
5022,Fully Paid
94292,Fully Paid
48117,Fully Paid
9099,Fully Paid
68351,Fully Paid
77758,Fully Paid
34060,Charged Off
72852,Fully Paid
39377,Fully Paid
75845,Fully Paid
52732,Fully Paid
14931,Fully Paid
78500,Fully Paid
92500,Fully Paid
25883,Fully Paid
23257,Fully Paid
91718,Fully Paid
60544,Fully Paid
73322,Fully Paid
21590,Fully Paid
95315,Fully Paid
76260,Fully Paid
94984,Charged Off
91096,Fully Paid
34760,Fully Paid
92943,Fully Paid
24341,Fully Paid
42685,Fully Paid
90901,Fully Paid
93115,Fully Paid
31393,Fully Paid
20001,Fully Paid
17663,Fully Paid
63928,Fully Paid
34161,Fully Paid
17417,Fully Paid
81213,Fully Paid
33276,Fully Paid
22637,Fully Paid
97141,Fully Paid
42235,Fully Paid
6818,Fully Paid
28496,Fully Paid
78020,Fully Paid
60113,Fully Paid
13357,Fully Paid
80606,Fully Paid
52781,Fully Paid
64511,Fully Paid
4404,Fully Paid
23728,Fully Paid
94397,Fully Paid
24609,Fully Paid
16984,Fully Paid
79376,Fully Paid
65279,Fully Paid
32952,Fully Paid
87019,Fully Paid
84926,Fully Paid
20525,Fully Paid
14014,Fully Paid
48053,Fully Paid
36483,Fully Paid
51406,Fully Paid
98640,Fully Paid
65609,Fully Paid
78516,Fully Paid
60027,Fully Paid
89690,Fully Paid
63719,Fully Paid
37629,Fully Paid
57092,Fully Paid
65008,Fully Paid
83063,Fully Paid
60498,Fully Paid
44346,Fully Paid
17758,Fully Paid
25565,Fully Paid
43216,Fully Paid
5106,Fully Paid
63877,Fully Paid
76508,Fully Paid
27847,Fully Paid
50954,Fully Paid
83480,Fully Paid
83142,Fully Paid
2444,Fully Paid
54219,Fully Paid
2597,Fully Paid
81937,Fully Paid
33677,Fully Paid
76005,Fully Paid
65717,Fully Paid
35693,Fully Paid
99990,Fully Paid
86612,Fully Paid
19027,Fully Paid
67964,Fully Paid
85865,Fully Paid
49222,Fully Paid
16951,Fully Paid
758,Fully Paid
64003,Fully Paid
61688,Fully Paid
97134,Fully Paid
99704,Fully Paid
90676,Fully Paid
25254,Fully Paid
53422,Fully Paid
15091,Fully Paid
69468,Fully Paid
87096,Fully Paid
14721,Fully Paid
53755,Fully Paid
94180,Fully Paid
49636,Fully Paid
49017,Fully Paid
7523,Fully Paid
42728,Fully Paid
93565,Fully Paid
74835,Charged Off
76628,Fully Paid
52563,Fully Paid
19727,Fully Paid
14865,Fully Paid
30987,Fully Paid
71524,Fully Paid
20029,Fully Paid
68591,Fully Paid
71788,Fully Paid
13771,Fully Paid
91929,Fully Paid
52369,Fully Paid
66844,Fully Paid
10990,Fully Paid
37636,Fully Paid
83251,Fully Paid
84830,Fully Paid
14552,Fully Paid
36389,Fully Paid
90611,Fully Paid
92133,Fully Paid
7706,Fully Paid
36438,Fully Paid
95732,Fully Paid
95477,Fully Paid
7584,Fully Paid
21450,Fully Paid
69291,Charged Off
6133,Fully Paid
85806,Fully Paid
48081,Fully Paid
52661,Fully Paid
40039,Fully Paid
17313,Fully Paid
21533,Fully Paid
67809,Fully Paid
12490,Fully Paid
45166,Fully Paid
92028,Fully Paid
90200,Fully Paid
90584,Fully Paid
27907,Fully Paid
88653,Charged Off
40633,Fully Paid
58233,Fully Paid
83395,Fully Paid
15154,Fully Paid
76829,Fully Paid
51347,Fully Paid
43419,Fully Paid
43965,Fully Paid
39211,Fully Paid
12262,Fully Paid
70315,Fully Paid
34003,Fully Paid
75677,Fully Paid
47521,Fully Paid
35628,Fully Paid
73587,Fully Paid
59195,Fully Paid
83262,Fully Paid
94160,Fully Paid
69991,Fully Paid
92651,Fully Paid
23754,Fully Paid
41874,Fully Paid
38446,Fully Paid
5497,Fully Paid
9474,Fully Paid
33521,Fully Paid
58483,Fully Paid
65036,Fully Paid
96708,Fully Paid
75247,Fully Paid
13698,Fully Paid
97137,Fully Paid
96584,Fully Paid
32107,Fully Paid
28835,Fully Paid
95605,Fully Paid
70993,Fully Paid
17404,Fully Paid
8473,Fully Paid
95020,Fully Paid
58814,Fully Paid
89229,Fully Paid
75324,Fully Paid
78938,Fully Paid
58062,Fully Paid
1390,Fully Paid
941,Fully Paid
43505,Fully Paid
70436,Fully Paid
84647,Fully Paid
29802,Fully Paid
28952,Fully Paid
59753,Fully Paid
85780,Fully Paid
8618,Fully Paid
18337,Fully Paid
1024,Fully Paid
64971,Fully Paid
85390,Fully Paid
29560,Fully Paid
40749,Fully Paid
5977,Fully Paid
63150,Fully Paid
5274,Fully Paid
97188,Charged Off
53512,Fully Paid
94903,Fully Paid
89695,Fully Paid
94385,Fully Paid
335,Fully Paid
94405,Fully Paid
79594,Fully Paid
95362,Fully Paid
50791,Fully Paid
72257,Fully Paid
23384,Charged Off
40820,Fully Paid
71693,Fully Paid
98994,Fully Paid
15556,Fully Paid
64353,Fully Paid
25154,Fully Paid
14815,Fully Paid
39677,Fully Paid
58259,Fully Paid
85928,Fully Paid
31083,Fully Paid
9736,Fully Paid
82477,Fully Paid
77318,Fully Paid
59875,Fully Paid
57860,Fully Paid
94199,Charged Off
87788,Fully Paid
36765,Fully Paid
31956,Fully Paid
98746,Fully Paid
41140,Fully Paid
91283,Fully Paid
57809,Fully Paid
10226,Fully Paid
26807,Fully Paid
44983,Fully Paid
94370,Fully Paid
14392,Fully Paid
44061,Fully Paid
67973,Fully Paid
58137,Charged Off
41328,Fully Paid
25400,Fully Paid
48020,Fully Paid
85589,Fully Paid
99072,Fully Paid
96241,Fully Paid
47068,Fully Paid
91959,Fully Paid
47258,Fully Paid
45697,Fully Paid
41857,Fully Paid
63011,Fully Paid
23467,Fully Paid
62238,Fully Paid
29759,Fully Paid
70002,Fully Paid
43956,Fully Paid
88490,Fully Paid
5230,Fully Paid
25076,Fully Paid
28982,Fully Paid
20641,Fully Paid
9944,Fully Paid
13084,Fully Paid
73792,Fully Paid
37099,Fully Paid
80257,Fully Paid
99854,Fully Paid
30629,Fully Paid
75963,Fully Paid
76239,Fully Paid
98569,Fully Paid
9485,Fully Paid
26117,Fully Paid
47326,Fully Paid
23305,Fully Paid
66737,Fully Paid
43054,Fully Paid
57776,Fully Paid
84421,Fully Paid
18396,Fully Paid
23090,Fully Paid
14731,Fully Paid
21739,Fully Paid
44900,Fully Paid
69474,Fully Paid
62570,Fully Paid
40740,Fully Paid
4663,Fully Paid
81386,Fully Paid
39388,Fully Paid
12417,Fully Paid
9400,Fully Paid
95775,Fully Paid
17854,Fully Paid
29434,Fully Paid
14309,Fully Paid
22670,Fully Paid
79996,Fully Paid
28310,Fully Paid
19233,Fully Paid
67737,Fully Paid
74460,Fully Paid
39317,Fully Paid
77066,Fully Paid
2051,Fully Paid
7209,Fully Paid
94114,Fully Paid
46774,Fully Paid
25410,Fully Paid
75613,Fully Paid
7354,Fully Paid
49844,Fully Paid
38283,Fully Paid
80790,Fully Paid
74434,Fully Paid
20695,Fully Paid
66661,Fully Paid
58461,Fully Paid
17346,Fully Paid
10121,Fully Paid
50815,Fully Paid
18187,Fully Paid
56940,Fully Paid
21933,Fully Paid
91102,Fully Paid
33565,Fully Paid
23014,Fully Paid
74942,Fully Paid
80147,Fully Paid
96678,Fully Paid
95989,Fully Paid
28068,Fully Paid
6635,Fully Paid
785,Fully Paid
36095,Fully Paid
93248,Fully Paid
52264,Fully Paid
68403,Fully Paid
3681,Fully Paid
37684,Fully Paid
61254,Fully Paid
26420,Fully Paid
1601,Fully Paid
58420,Fully Paid
68596,Fully Paid
77879,Fully Paid
71673,Fully Paid
35677,Fully Paid
27321,Fully Paid
38820,Fully Paid
24740,Fully Paid
83544,Fully Paid
24586,Fully Paid
25639,Fully Paid
82716,Fully Paid
13971,Fully Paid
76624,Fully Paid
58561,Fully Paid
93003,Fully Paid
25729,Fully Paid
93453,Fully Paid
91692,Fully Paid
53816,Fully Paid
77366,Fully Paid
11070,Fully Paid
50239,Fully Paid
44658,Fully Paid
75577,Fully Paid
56434,Fully Paid
22399,Fully Paid
32499,Fully Paid
97489,Fully Paid
77999,Fully Paid
982,Fully Paid
74892,Charged Off
63633,Fully Paid
74378,Fully Paid
54698,Fully Paid
38395,Fully Paid
3215,Fully Paid
89793,Fully Paid
53357,Fully Paid
24314,Fully Paid
41517,Fully Paid
16809,Fully Paid
2993,Fully Paid
60490,Fully Paid
21927,Fully Paid
22074,Fully Paid
75838,Fully Paid
498,Fully Paid
51823,Fully Paid
94427,Fully Paid
34740,Fully Paid
49012,Fully Paid
9583,Fully Paid
17850,Fully Paid
47123,Fully Paid
99392,Fully Paid
58781,Fully Paid
58198,Fully Paid
31633,Fully Paid
88502,Fully Paid
14739,Fully Paid
86153,Fully Paid
99991,Fully Paid
47502,Fully Paid
53750,Fully Paid
24486,Fully Paid
50254,Fully Paid
7890,Fully Paid
19728,Fully Paid
44538,Fully Paid
80925,Fully Paid
62925,Fully Paid
44024,Fully Paid
19964,Fully Paid
3956,Fully Paid
81542,Fully Paid
5491,Fully Paid
7366,Fully Paid
285,Fully Paid
73921,Fully Paid
53093,Fully Paid
89973,Fully Paid
42166,Fully Paid
77034,Fully Paid
99982,Fully Paid
51233,Fully Paid
41889,Fully Paid
66739,Fully Paid
3048,Fully Paid
34608,Fully Paid
68876,Fully Paid
1892,Fully Paid
47289,Fully Paid
64179,Fully Paid
79685,Fully Paid
11053,Fully Paid
2591,Fully Paid
8638,Fully Paid
22279,Fully Paid
31545,Fully Paid
19564,Fully Paid
84461,Fully Paid
5477,Fully Paid
47368,Fully Paid
60261,Fully Paid
5857,Fully Paid
30161,Fully Paid
99230,Fully Paid
59024,Fully Paid
74212,Fully Paid
72865,Fully Paid
51123,Charged Off
57731,Fully Paid
89429,Fully Paid
14958,Fully Paid
16711,Fully Paid
40734,Fully Paid
79508,Fully Paid
27252,Fully Paid
31788,Fully Paid
50220,Fully Paid
86910,Fully Paid
16772,Fully Paid
66289,Fully Paid
24529,Fully Paid
35938,Fully Paid
15094,Fully Paid
14322,Fully Paid
69647,Fully Paid
24813,Fully Paid
30914,Fully Paid
27814,Charged Off
40159,Fully Paid
30028,Fully Paid
57886,Fully Paid
18638,Fully Paid
76955,Fully Paid
40461,Fully Paid
26733,Fully Paid
83746,Fully Paid
40400,Fully Paid
95251,Fully Paid
85632,Fully Paid
27668,Fully Paid
29772,Fully Paid
35464,Fully Paid
97862,Fully Paid
97356,Fully Paid
37352,Fully Paid
88224,Fully Paid
38863,Fully Paid
53776,Fully Paid
57093,Fully Paid
75184,Fully Paid
80916,Fully Paid
21410,Fully Paid
5197,Fully Paid
1484,Charged Off
62971,Fully Paid
64738,Fully Paid
19925,Fully Paid
38680,Fully Paid
39348,Fully Paid
85654,Fully Paid
73446,Fully Paid
75419,Charged Off
44027,Fully Paid
82383,Fully Paid
24940,Fully Paid
37596,Fully Paid
34795,Fully Paid
1464,Fully Paid
11275,Fully Paid
98133,Fully Paid
53693,Fully Paid
43415,Fully Paid
26569,Fully Paid
55600,Fully Paid
65622,Fully Paid
6647,Fully Paid
24672,Fully Paid
33292,Fully Paid
29581,Fully Paid
45982,Fully Paid
99914,Fully Paid
99710,Fully Paid
80074,Fully Paid
98481,Fully Paid
1220,Charged Off
15,Fully Paid
79918,Fully Paid
15987,Fully Paid
56729,Fully Paid
76832,Fully Paid
63579,Fully Paid
67069,Fully Paid
49174,Fully Paid
11217,Fully Paid
14332,Fully Paid
96274,Fully Paid
34582,Fully Paid
40191,Fully Paid
50795,Fully Paid
22704,Fully Paid
84652,Fully Paid
88118,Fully Paid
86291,Fully Paid
50784,Fully Paid
35555,Fully Paid
23552,Fully Paid
74350,Fully Paid
36157,Fully Paid
24174,Fully Paid
4852,Fully Paid
36149,Fully Paid
68934,Fully Paid
70492,Fully Paid
47462,Fully Paid
9074,Fully Paid
8426,Fully Paid
19236,Fully Paid
67708,Fully Paid
25531,Fully Paid
88019,Fully Paid
67861,Fully Paid
29571,Fully Paid
86520,Fully Paid
84268,Fully Paid
72195,Fully Paid
63777,Fully Paid
7580,Fully Paid
88470,Fully Paid
92195,Fully Paid
7666,Fully Paid
47481,Fully Paid
54469,Fully Paid
41713,Fully Paid
32914,Fully Paid
85583,Fully Paid
40915,Fully Paid
814,Fully Paid
37993,Fully Paid
61699,Fully Paid
58720,Fully Paid
76770,Fully Paid
69478,Fully Paid
73581,Fully Paid
14694,Fully Paid
98579,Fully Paid
12726,Fully Paid
21678,Fully Paid
31533,Fully Paid
58160,Fully Paid
93021,Fully Paid
82500,Fully Paid
94530,Fully Paid
87087,Fully Paid
53050,Fully Paid
72237,Fully Paid
86484,Fully Paid
83413,Fully Paid
92335,Fully Paid
42779,Fully Paid
83994,Fully Paid
58620,Fully Paid
20543,Fully Paid
8883,Fully Paid
3912,Fully Paid
57165,Fully Paid
5231,Fully Paid
23555,Fully Paid
76254,Fully Paid
90449,Fully Paid
59533,Fully Paid
22060,Fully Paid
95925,Fully Paid
95970,Fully Paid
91827,Fully Paid
41341,Fully Paid
19693,Fully Paid
45434,Charged Off
66027,Fully Paid
47625,Fully Paid
27852,Fully Paid
45987,Fully Paid
62565,Fully Paid
49002,Fully Paid
33483,Fully Paid
2640,Fully Paid
7185,Fully Paid
47946,Fully Paid
75474,Fully Paid
93225,Fully Paid
35802,Fully Paid
99978,Fully Paid
23121,Fully Paid
1157,Fully Paid
95082,Fully Paid
46534,Fully Paid
68190,Fully Paid
23905,Fully Paid
8144,Fully Paid
20065,Fully Paid
51446,Fully Paid
17613,Fully Paid
48466,Fully Paid
80025,Fully Paid
26461,Fully Paid
53140,Fully Paid
8726,Fully Paid
55847,Fully Paid
76963,Fully Paid
54717,Fully Paid
41404,Fully Paid
34811,Fully Paid
77610,Fully Paid
46903,Fully Paid
46043,Fully Paid
41080,Fully Paid
14803,Fully Paid
48823,Fully Paid
77559,Fully Paid
2633,Fully Paid
8865,Fully Paid
88225,Fully Paid
13110,Fully Paid
12373,Fully Paid
5698,Fully Paid
69826,Fully Paid
99751,Fully Paid
56956,Fully Paid
78855,Fully Paid
42452,Fully Paid
6584,Fully Paid
53385,Charged Off
966,Fully Paid
12172,Charged Off
62958,Fully Paid
741,Fully Paid
2680,Fully Paid
